;Codigo;Nombre;Población;Calle;Teléfono 1;Centro;FechaCreación;GestorVinculador;Nombre Gestor Vinculador;TM;latitude;longitude
65;20001588;Helados la Ventana;Santiago de cali;CL 58 A # 3A - 05;3216209567;2000.0;2/11/2018;;;1.0;3.4665958;-76.49559479999999
66;20014655;tienda el royalito;Santiago de cali;CL 2B # 66 - 35;3156592137;2000.0;4/09/2020;3000004.0;MAYRA ALEJANDRA PALECHOR GOMEZ;1.0;3.3977647;-76.55148779999999
67;20014754;Panadería y pastelería Delicias los;Santiago de cali;CL 50#42B-BIS-72;3175187854;2000.0;10/09/2020;20006228.0;Laura Cedeño - Gestora Vinculador;2.0;3.4032183;-76.5066743
68;20014656;tienda el royalito;Santiago de cali;CL 2B # 66 - 35;3156592137;2000.0;4/09/2020;3000004.0;MAYRA ALEJANDRA PALECHOR GOMEZ;1.0;3.3977647;-76.55148779999999
69;20014657;dulcería la mona;Santiago de cali;CL 4 # 61 - 28;5554848;2000.0;4/09/2020;3000004.0;MAYRA ALEJANDRA PALECHOR GOMEZ;1.0;3.4503309;-76.5434697
70;20013492;Minimarket JS;Santiago de cali;CR 42#83-C40;3135488904;2000.0;6/07/2020;;;2.0;3.4194193;-76.54069659999999
71;20014755;Variedades Laura;Santiago de cali;CR 44A#48A-35;3167517880;2000.0;10/09/2020;20006228.0;Laura Cedeño - Gestora Vinculador;2.0;3.4019904;-76.5093809
72;20005764;El Progreso;Medellín;CR 51 # 95 - 28;3127198045;3000.0;11/09/2019;;;2.0;6.287607899999999;-75.56070969999999
73;20011019;Salsamentaria Gloria;Santiago de Cali;CR 26 H#72H-09;6638657;2000.0;8/02/2020;20006223.0;Ximena Jaramillo - Gestor Zona;2.0;3.4303407;-76.4843568
74;20014447;Tienda Laura;Santiago de Cali;CR 28 J # 72 O - 104;3173336076;2000.0;26/08/2020;;;2.0;3.4190586;-76.49681939999999
75;20007680;La Terminal;Medellín;CR 45 A # 95-61;3136142363;3000.0;27/11/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.286889;-75.5528415
76;20008230;Frutas Y Verduras La 40;Medellín;CR 40 # 96-44;4955223;3000.0;10/12/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.2875422;-75.5489353
77;20013087;Tienda Pacho;Medellín;CL 103 C # 65-30;3116208311;3000.0;8/06/2020;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.2978628;-75.56739519999999
78;20014660;Unicord;Santiago de cali;CR 12#48-3;3208602536;2000.0;4/09/2020;;;2.0;3.4487044;-76.5019981
79;20014703;Variedades Giselle;Santiago de cali;CR 26 Q#114-31;3153663208;2000.0;8/09/2020;;;2.0;3.4167042;-76.4729852
80;20005769;Mecateadero madre laura;Medellín;CR 53 # 93 -54;3184535402;3000.0;11/09/2019;;;2.0;6.2859538;-75.5630778
81;20014849;Donde pili;Caldas;CR 48#140SU-07;3046835053;3000.0;14/09/2020;;;2.0;5.29826;-75.2479061
82;20014757;Economía;Santiago de cali;CR 26P6#96-24;3157439780;2000.0;10/09/2020;;;2.0;3.4516467;-76.5319854
83;20003552;Tienda Mixta;Santiago de cali;CR 83 B # 17 - 61;3084055;2000.0;19/01/2019;;;;3.3846727;-76.5271644
84;20001962;Tienda Mixta Yaneth;Santiago de cali;CL 101 E # 24 B - 04;3162952982;2000.0;24/11/2018;;;1.0;3.4316428;-76.4673522
85;20003557;Tienda Gaby;Santiago de cali;CL 101 E # 23 - 99;3232849874;2000.0;19/01/2019;;;;3.4318764;-76.4656724
86;20002041;Tienda Mixta;Santiago de cali;CR 24 H # 85 -104;3153102490;2000.0;3/12/2018;;;1.0;3.4331015;-76.4692808
87;20011151;Tienda Mixta;Santiago de Cali;CR 26 J#72 J-95;6634524;2000.0;14/02/2020;20006222.0;Hector Fabio Bolívar - Gestor Zona;2.0;3.4282655;-76.4846762
88;20014663;Tienda Mixta;Santiago de cali;CR 46C#44-19;3117501202;2000.0;4/09/2020;20006228.0;Laura Cedeño - Gestora Vinculador;2.0;3.4034399;-76.514228
89;20013394;Tienda Maso;Medellín;CR 22B # 90 A-63 ;3122171270;3000.0;30/06/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.2803394;-75.5394669
90;20010014;Tienda mixta;Santiago de cali;CR 24#60-15;3116305826;2000.0;14/01/2020;20006223.0;Ximena Jaramillo - Gestor Zona;2.0;3.4423213;-76.4933781
91;20014664;Tienda Mixta;Santiago de cali;CR 47#44-82;3274098;2000.0;4/09/2020;20006228.0;Laura Cedeño - Gestora Vinculador;2.0;3.4026647;-76.5143768
92;20014665;Tienda Mixta;Santiago de cali;CR 47A#45-24;3167063074;2000.0;4/09/2020;20006228.0;Laura Cedeño - Gestora Vinculador;2.0;3.4020197;-76.51434929999999
93;20006544;Tienda El Plan Numero 1;Medellín;CL 100 BB # 30BB -07;3046843492;3000.0;25/10/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.291932;-75.5568858
94;20012285;Licores Y Distribuidora El Pondaje;Santiago de Cali;CL 70D#28B-02;3178350843;2000.0;1/04/2020;;;2.0;3.4770759;-76.4866455
95;20014666;Tienda Mixta;Santiago de cali;CR 47#46B-80;3178432395;2000.0;4/09/2020;20006228.0;Laura Cedeño - Gestora Vinculador;2.0;3.4017204;-76.5134112
96;20014758;Sofía;Santiago de cali;CR 8#48-103;3182591826;2000.0;10/09/2020;;;2.0;3.4527695;-76.500997
97;20011182;La Tienda Víctor;Medellín;CL 38C # 26-34;2223441;3000.0;17/02/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.231578799999999;-75.5534898
98;20014850;Tienda porras;Caldas;CR 47#126SU-50;3117710947;3000.0;14/09/2020;;;2.0;5.29826;-75.2479061
99;20014853;rapitienda el refugio;Santiago de cali;CR 44 # 18 - 116;3450119;2000.0;15/09/2020;3000004.0;MAYRA ALEJANDRA PALECHOR GOMEZ;1.0;3.4115656;-76.5233923
100;20011878;Arcoiris;Medellín;CL 49 # 1 AA - 45;3014364294;3000.0;11/03/2020;20006910.0;TIENDA PRUEBA GESTOR ZONA 11;2.0;6.251068;-75.57459279999999
101;20014162;La bendición de korin;Medellín;CR 55#89A-45;3002324341;3000.0;14/08/2020;;;2.0;6.282788000000001;-75.5658577
102;20004726;Legumbreria Florez;Itaguí;CL 69 # 54 - 57;3146294315;3000.0;24/07/2019;20004654.0;Tienda Gestor Medellin Zona;1.0;6.1842866;-75.6021902
103;20009657;La Bendición De Dios;Itagui;CL 47C # 59C - 43;3773279;3000.0;3/01/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.178886599999999;-75.6126661
104;20014851;Tienda Ángel;Santiago de cali;CR 26 P1#80-10;3193966473;2000.0;14/09/2020;;;2.0;3.4320047;-76.47206179999999
105;20014632;El  chuzo de bertha;Santiago de cali;CR 26R1#124-06;3187079301;2000.0;3/09/2020;;;2.0;3.4128791;-76.4678725
106;20014633;El diamante;Yumbo;CR 5#15-33;3195561730;2000.0;3/09/2020;;;2.0;3.5815971;-76.4865336
107;20014852;Renacer;Yumbo;CR 19BIS#7D-09;3113660368;2000.0;14/09/2020;;;2.0;3.545337;-76.495026
109;20009114;El Eden;Medellín;CL 101 # 85-56;3003409267;3000.0;21/12/2019;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.3018079;-75.5842042
110;20008652;Marina tienda;Medellín;CL 56#14B-104;2692984;3000.0;16/12/2019;20004651.0;Tienda Gestor Medellin Zona;2.0;6.251576;-75.5606859
111;20007449;Supermercado Popular;Santiago de cali;CL 54 # 41 E - 3 -06;3154926680;2000.0;20/11/2019;20006225.0;Miguel Ortiz - Gestor Zona;2.0;3.4030441;-76.50290389999999
112;20004188;Tienda Mixta;Yumbo;CL 10 D  - 6 N - 32;3118874089;2000.0;15/02/2019;;;;3.5891808;-76.48928169999999
113;20010827;Tienda El Descuento;Santiago de cali;CL 48 # 47 A -03;3156205287;2000.0;31/01/2020;20006225.0;Miguel Ortiz - Gestor Zona;2.0;3.400478300000001;-76.51234699999999
114;20009115;La Alcancía;Medellín;CR 85 # 98A-10;3053332676;3000.0;21/12/2019;20004652.0;Tienda Gestor Medellin Zona 2;2.0;6.299328;-75.5846227
115;20005538;El Rancho De Jampi;Santiago de cali;CL 34 C # 28 D 1 - 27;3219902661;2000.0;22/08/2019;;;;3.4201854;-76.5092142
116;20014492;Rapitienda C Y M;Santiago de Cali;CL 41 # 44 A - 05;3146951702;2000.0;28/08/2020;20006228.0;Laura Cedeño - Gestora Vinculador;2.0;3.407349;-76.51463380000001
117;20010782;Granero Bernabe;Itaguí;CL 77 B #52 B -07;3104733357;3000.0;30/01/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1875966;-75.5954769
118;20009950;La 23;Medellín;CR 23 # 102 C- 59;2313232;3000.0;11/01/2020;20006627.0;Tienda Gestor Medellin Zona;2.0;6.2923825;-75.5383051
119;20010783;Las palmeras tienda;Itaguí;CL 77#,52C-12;3122695854;3000.0;30/01/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1876605;-75.5966134
120;20010784;El Balconsito Al Mar;Itaguí;CR 52 A # 74 -109;3008414858;3000.0;30/01/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1851081;-75.5968249
121;20008682;Tienda Taty;Medellín;CR 14 # 55 -25;3206176239;3000.0;16/12/2019;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.237720400000001;-75.53817
122;20006590;Tienda Reja Blanca;Medellín;CR 31 # 102 A -14;3043855595;3000.0;26/10/2019;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.2913948;-75.54188049999999
123;20010786;Los suarez;Itaguí;CR 52B#72-04;3008707698;3000.0;30/01/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1838049;-75.5985334
124;20010787;Cafetería chambery;Itaguí;CL 68#52A-23;3128348962;3000.0;30/01/2020;20005716.0;Tienda Gestor Medellin Zona 8;2.0;6.1824752;-75.59976329999999
125;20010789;Santa ana;Sabaneta;CR 32#71SUR-208;3184739772;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1412722;-75.6091029
126;20010790;Panadería sindy;Sabaneta;CR 29#73 SUR-128;3127453371;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1353556;-75.6089294
127;20010791;Granero mixto la 73;Sabaneta;CR 29#73 SUR-157;3017478222;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1353556;-75.6089294
128;20010794;Granero mixto la montaña;Sabaneta;CR 34 A#75 SUR-44;2882638;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1419646;-75.61343289999999
129;20010795;La cantaleta;Medellín;CR 1A#48-08;3147337488;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.229707299999999;-75.5285679
130;20010796;Panederia Juan Pablo;Medellín;CL 49A#2AB-45;3148510985;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.229893499999999;-75.5307802
131;20010797;TIENDA MILE;Medellín;CL 45B SUR#83-173;3052506449;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.1595616;-75.5902199
132;20010798;Confeti;Itaguí;CL 40B SUR#59-64;3104369436;3000.0;31/01/2020;20008805.0;Tienda Gestor Medellin Zona;2.0;6.1681832;-75.6190324
133;20010799;El gran buñuelo;Itaguí;CR 60D#40BSUR-18;3146540681;3000.0;31/01/2020;20008805.0;Tienda Gestor Medellin Zona;2.0;6.1854195;-75.6409125
134;20010800;AVICOLA LOS MARIN;Medellín;CL 48D SUR#56A-42;3162534932;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.177478799999999;-75.6391628
135;20010801;Donde amparo;Itaguí;CR 60D#38 SUR-02;3113825354;3000.0;31/01/2020;20008805.0;Tienda Gestor Medellin Zona;2.0;6.1853831;-75.6415062
136;20010803;La Palmita;Medellín;CR 8B#43D-52;3225793278;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.2061053;-75.5734416
137;20014854;La Guadalupe;Medellín;CR 28#107-93;3505665510;3000.0;15/09/2020;20014046.0;Tienda Gestor Medellin Zona;2.0;6.2952153;-75.5406806
138;20010806;Fruver bilbao;Medellín;CR 60D#36C SUR-15;3028277;3000.0;31/01/2020;20008805.0;Tienda Gestor Medellin Zona;2.0;6.307666299999999;-75.5580978
139;20010808;Sabores de mi tierra;Sabaneta;CL 53 SUR#40-09;3148234418;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.154738000000001;-75.6016267
140;20010809;Tienda la 85;Medellín;CR 85#104-30;3117623150;3000.0;31/01/2020;20004880.0;TIENDA GESTOR MEDELLIN ZONA 5;2.0;6.3072681;-75.58407199999999
141;20010810;Las monas;Sabaneta;CL 49 D SUR#39 B-226;3117962590;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1624068;-75.6014448
142;20010811;Granero doble a;Medellín;CR 44A#10C-05;3195345857;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.268888899999999;-75.5541281
143;20012912;Rapitienda Calipso Plaza;Santiago de Cali;CR 28E#72F4-05;3155458435;2000.0;28/05/2020;;;2.0;3.4189993;-76.4910068
144;20010812;Tienda lolita;Medellín;CR 60D#36SUR-04;3113474488;3000.0;31/01/2020;20008805.0;Tienda Gestor Medellin Zona;2.0;6.307666299999999;-75.5580978
145;20010813;Granero Juan santi;Medellín;CL 44#10-12;3205859010;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.226809599999999;-75.5435356
146;20010814;El mirador;Sabaneta;CR 40 B#52 B SUR-99;3146591349;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1548395;-75.6040142
147;20014668;Tiendas Gran Abasto;Santiago de cali;CR 1 A 2 # CL-70 C - 29 ;3226202825;2000.0;5/09/2020;;;2.0;3.486762;-76.4906607
148;20010816;Tienda de oti;Medellín;CL 45#15C-27;2692660;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.2324156;-75.5456961
149;20010818;El montañero;Medellín;CR 83A#104DB-10;3504569088;3000.0;31/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3075223;-75.5823218
150;20010819;Tienda donde el coste;Sabaneta;CL 55 SUR#43-72;3124790975;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1576331;-75.60557779999999
151;20010820;Marque max;Itaguí;CR 63#41A-28;3122608321;3000.0;31/01/2020;20008805.0;Tienda Gestor Medellin Zona;2.0;6.168501;-75.6340967
152;20010821;El punto o del gusto;Medellín;CR 83A#104DD-21;3016442705;3000.0;31/01/2020;20006248.0;TIENDA PRUEBA VINCULACION DIANA MES;2.0;6.3076266;-75.582246
153;20010823;Mayorca real;Sabaneta;CL 55 SUR#43A-62;3122685218;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1575601;-75.60552899999999
154;20010824;Deli mix;Medellín;CL 45G#15B-42;3005478875;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.254516499999999;-75.5984153
155;20010825;De Jesús;Medellín;CR 18#48-35;3116926691;3000.0;31/01/2020;20004654.0;Tienda Gestor Medellin Zona;2.0;6.2364462;-75.54605149999999
156;20010826;VENTIADERO;Medellín;CR 69B#36C SUR-25;3105060818;3000.0;31/01/2020;20005905.0;Tienda gestor Medellín zona 3;2.0;6.2266669;-75.5911449
157;20010828;Salsamentaria paulina;Sabaneta;CR 35#75 SUR-36;3122302183;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.142577999999999;-75.61388149999999
158;20010829;Tienda halaf;Sabaneta;CR 31#71 SUR-113;3012250915;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.1460506;-75.6117069
159;20010830;Minimercado mary;Sabaneta;CL 75 SUR#29-205;3207707531;3000.0;31/01/2020;20008806.0;TIENDA DE PRUEBA GESTOR ZONA 15;2.0;6.138039099999999;-75.61183539999999
